id,state,city,country,job_title,primary_skills,secondary_skills,experience_lower,experience_upper,designation
18052,,Noida,India,,"Workday (Technical) - Workday Studio,Workday Enterprise Interface Builder (EIB)",,0,0,
17232,,Bengaluru,India,,"Java,Devops,Amazon Web Services (AWS)",,0,0,
18378,,Chennai,India,,"Spring Boot,Java,RESTful API",,0,0,
69696,,Pune,India,,"TC Admin Modules,Teamcenter",Project Management,0,0,Senior Technical Specialist
67517,,Bengaluru,India,,"Enh.Interaction Unified Mediation (eIUM),Java,Linux,Telecommunications,RESTAPI",,0,0,Lead Designer
78038,,Texas,United States,,"Desk Side Services,Windows PC",,0,0,Senior System Administrator
78388,,Lucknow,India,,Sharepoint O365,,0,0,Specialist
7766196,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Senior Project Manager
7766198,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Senior Project Manager
776617,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Senior Project Manager
DBS-__DBS-__2025__2636626,,Bengaluru,India,,EDI,"SAP Int.-EDI(Gentran/Sterling/SeeBurger),Sterling Integrator,XML,",0,0,LEAD CONSULTANT
TEST__TEST__2025__0000002,,Bengaluru,India,,.Net Developer,,0,0,Technical Lead
1290,,Noida,India,,"SQL,Unix Shell Scripting,Informatica Intelligent Cloud Services,Oracle PL/SQL",,0,0,Informatica Technical Lead
5269,,,Netherlands,,"SQL,Tableau",,0,0,Tableau Developer
4530,,,Canada,,"SQL,Google Dataflow,Google BigQuery",AWS PaaS,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
5254,,,United States,,"SQL,Unix Shell Scripting,Oracle PL/SQL,IBM Infosphere Datastage Suite",,0,0,Datastage Senior Technical Lead
5228,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",DevOps-API_Apache Ant,0,0,AWS Senior Data Lead
4782,,,Sri Lanka,,"SQL,Azure Data Factory (ADF)",SAFe- Lean Portfolio Mgt (LPM),0,0,Azure Data Engineer
4709,,,Oman,,"SQL,Google Dataflow,Google BigQuery",DevOps-API_Apache Ant,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
3565,,Noida,India,,"Springboot,Architecture - Java/J2EE,REST",AWS PaaS,0,0,Springboot Technical Lead
3677,,Noida,India,,"Full Stack - Java,DevOps Solutions,React.js",AWS PaaS,0,0,"Full Stack Java Technical Lead with DevOps, React"
4408,,,Saudi Arabia,,"Angular,Springboot,Java",IBM MDM,0,0,Full Stack Java Senior Architect with Angular
4410,,,Saudi Arabia,,"Finacle,SAFe- Lean Portfolio Mgt (LPM)",AWS PaaS,0,0,Senior Program Director
3888,,Noida,India,,"SQL,Azure Data Factory (ADF)","AWS PaaS,SAFe- Agile SW Engineering (ASE)",0,0,Azure Data Engineer
3704,,Noida,India,,"SQL,Python,Amazon Glue",AWS PaaS,0,0,AWS Data Engineer
3675,,,United States,,"SQL,Python,Amazon Glue",,0,0,AWS Data Engineer
3971,,,Australia,,"aras plm,Javascript,PL/SQL",,0,0,Proactive Australia New
3605,,Noida,India,,"SQL,Python,Amazon Glue","Terraform,DevOps-API_TeamCity,Architecture - Java/J2EE,Core Java",0,0,AWS Data Engineer
3950,,Noida,India,,"SQL Server Reporting (SSRS),Microsoft SSIS,SQL Server",,0,0,"Technical Lead with Microsoft SSIS,SQL Server Reporting (SSRS),sql server"
4092,,Noida,India,,"SQL,Google Dataflow,Google BigQuery",,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4260,,Noida,India,,"SQL Server Reporting (SSRS),Microsoft SSIS,SQL Server",Kofax Total Agility,0,0,"Technical Lead with Microsoft SSIS,SQL Server Reporting (SSRS),sql server"
4120,,Noida,India,,"SQL,DevOps Solutions,Python,Amazon Glue",Agile-Scrum (Digital),0,0,AWS Senior Data Engineer
4059,,Noida,India,,"React,Javascript",,0,0,FTE INDIA
4022,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",SQL Server,0,0,AWS Data Lead
4232,,,United States,,"Full Stack - Java,DevOps Solutions,React.js",SAFe- Agile SW Engineering (ASE),0,0,"Full Stack Java Technical Lead with DevOps, React"
4372,,,Germany,,"SQL,Azure Data Factory (ADF)",AWS PaaS,0,0,Azure Data Engineer
4186,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",SQL Server,0,0,AWS Data Lead
4421,,,Hungary,,"SQL,Unix Shell Scripting,Oracle PL/SQL,IBM Infosphere Datastage Suite",Talend MDM,0,0,Datastage Technical Lead
4332,,Noida,India,,"SQL,Python,Amazon Glue",SAFe- Agile SW Engineering (ASE),0,0,AWS Data Engineer
4351,,Noida,India,,"Springboot,DevOps Solutions,Java",,0,0,Full Stack Java Senior Technical Lead with  DevOps
4740,,,Denmark,,,,0,0,Analyst - Voice
4600,,,Czech Republic,,"Full Stack - Java,React,Angular",,0,0,"Developer with React, Full Stack - Java, Angular"
4613,,,Finland,,"Angular,Springboot,Java",,0,0,"Front End Technical Lead - Angular, Javascript, HTML/CSS"
4735,,,Egypt,,,,0,0,Analyst - Voice
4682,,,Russian Federation,,Agile-Scrum (Digital),IBM Optim,0,0,Senior Program Director
4590,,,Angola,,"Angular,Springboot,Java",,0,0,Full Stack Java Senior Architect with Angular
4466,,,Ireland,,"SQL,Informatica MDM",Talend MDM,0,0,Informatica MDM Engineer
4562,,,Guatemala,,"SQL,Azure Data Factory (ADF)",SAFe- Lean Portfolio Mgt (LPM),0,0,Azure Data Engineer
4513,,,Guatemala,,"Angular,Springboot,Java",Agile-Scrum (Digital),0,0,Full Stack Java Senior Architect with Angular
4784,,,United Kingdom,,"Angular,Springboot,Java",DevOps-API_TeamCity,0,0,Full Stack Java Senior Architect with Angular
4768,,,Lithuania,,IBM MDM,DevOps-API_TeamCity,0,0,Analyst - Voice
4543,,,Brazil,,IBM MDM,DevOps-API_Apache Ant,0,0,Analyst - Voice
4888,,,United Kingdom,,Java,,0,0,Senior Program Director
5023,,Noida,India,,"MySQL,ASP.Net,MVC,.Net",,0,0,"Developer with .Net, MySQL, ASP.Net, MVC"
5235,,Noida,India,,"Unix Shell Scripting,PL/SQL,Informatica",,0,0,"Senior Developer with Unix Shell Scripting, Informatica, PL/SQL"
5116,,Noida,India,,,,0,0,Consulting Partner
4744,,,Luxembourg,,"Full Stack - .NET,Angular,ASP.Net MVC",,0,0,Microsoft Full Stack Architect with Angular
2845,,Noida,India,,"SQL,Google Dataflow,Google BigQuery",,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4825,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",SAFe- Lean Portfolio Mgt (LPM),0,0,AWS Senior Data Lead
5110,,Noida,India,,"React,Angular,Java",SAFe- Agile SW Engineering (ASE),0,0,"Senior Developer with react,angular,java"
5229,,Noida,India,,"Unix Shell Scripting,PL/SQL,Informatica",,0,0,"Developer with Unix Shell Scripting, Informatica, PL/SQL"
3258,,,China,,"React,Javascript,Java",,0,0,"Developer with javascript,react,java China"
3300,,,Singapore,,"aras plm,Javascript,PL/SQL",,0,0,"Developer with javascript,PL/SQL,aras plm Singapore"
5103,,,India,,AWS PaaS,Agile-Scrum (Digital),0,0,Senior Designer
3778,,Noida,India,,"Kotlin,Java",,0,0,Kotlin Senior Developer with Java
4870,,,United Kingdom,,"SQL,Python,Amazon Glue",Talend MDM,0,0,AWS Data Engineer
3487,,Noida,India,,"SQL,Azure Databricks,Azure Data Factory (ADF),Oracle PL/SQL,Python",Talend MDM,0,0,Azure Data Lead
4390,,,United States,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",AWS PaaS,0,0,AWS Data Lead
4938,,,United States,,"SQL,IBM Infosphere Datastage Suite",SAFe- Agile SW Engineering (ASE),0,0,Datastage Engineer
4631,,,Australia,,Terraform,,0,0,Analyst - Voice
2977,,Noida,India,,"SQL,Unix Shell Scripting,IBM Infosphere Datastage Suite",,0,0,Datastage Senior Engineer
4287,,,Japan,,"SQL,Informatica MDM,Oracle PL/SQL,Python",MySQL,0,0,Informatica MDM Lead
5359,,Noida,India,,"SQL,Azure Data Factory (ADF)",DevOps-API_TeamCity,0,0,Azure Data Engineer
5243,,,India,,,,0,0,Associate Finance - AP/Banking
3972,,,China,,"React,Javascript,Java",,0,0,Proactive China FTE
3299,,,Romania,,"React,Javascript,Java",,0,0,"Developer with javascript,react,java Romania"
3006,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",AWS PaaS,0,0,AWS Data Lead
DFS__DFS__2025__2577450,,Lucknow,India,,SAP BASIS,,0,0,ASSOCIATE CONSULTANT
4676,,Manila,Philippines,,"Kotlin,Java",AWS PaaS,0,0,Kotlin Senior Developer with Java
5279,,Noida,India,,"Web Development_Javascript,React.js,Node.js",Python Programming,0,0,"Technical Lead with React, Javascript, Node"
3254,,,Israel,,"CAD Design Skills,Javascript,Jquery",,0,0,"Designer with javascript,CAD Design Skills,Jquery Israel"
5206,,Taguig,Philippines,,"Angular,React.js,Java",,0,0,"Developer React.js,angular,java"
1884,,,Switzerland,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
1992,,,Italy,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
5170,,,India,,"C#,Azure DevOps,.NET",,0,0,C# Sr. Developer with DevOps
3290,,,India,,"iOS,Android,Java",HP UX,0,0,"Developer ios,android,java"
1868,,,Lithuania,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
2140,,,United States,,"Microservices,Vue JS,Java",Gear Design,0,0,"Developer Java, Microservices, VueJS"
5220,,Dubai,United Arab Emirates,,"iOS,Android,Java",,0,0,"Developer ios,android,java"
5171,,,India,,HP UX,Java,0,0,CR - Fellow (DFS)
1886,,Dubai,United Arab Emirates,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
5832,,,India,,"iOS,Android,Java",,0,0,Software Developer
5866,,,Slovakia,,HP UX,,0,0,Associate
5863,,,Romania,,HP UX,,0,0,Associate
5543,,,Australia,,"Microservices,React.js,Java",,0,0,Senior Technical Lead
5516,,,United States,,"iOS,Android,Java",,0,0,Analyst
5841,,,Colombia,,HP UX,,0,0,Senior Support Manager
5790,,Buenos Aires,Argentina,,HP UX,,0,0,Senior Process Trainer
5751,,,United States,,HP UX,,0,0,Management Consultant I
5749,,,United States,,HP UX,,0,0,Sr. Management Consultant I
5824,,,India,,"C#,Azure DevOps,.NET",,0,0,Software Engineer
5823,,,Panama,,India Taxation,,0,0,Associate
5779,,,South Africa,,HP UX,,0,0,Management Consultant I
5525,,,India,,"Gear Design,IBM Rhapsody",,0,0,Scholar
5750,,,United States,,HP UX,,0,0,Analyst
5809,,,Guatemala,,HP UX,,0,0,Senior Manager
5723,,,Bulgaria,,"Microservices,React.js,Java",,0,0,Lead Consultant
5796,,,India,,"C#,Angular,.NET",,0,0,Software Engineer
5567,,,Italy,,HELIX ECM,,0,0,Contract retainer
5561,,,Netherlands,,Gear Design,,0,0,Associate
5438,,,Germany,,"Microservices,React.js,Java",,0,0,Senior ERP Specialist
5330,,,Canada,,"JavaScript,React.js,Java",,0,0,Senior ERP Specialist
5486,,,Angola,,"iOS,Android,Java",,0,0,Analyst
5641,,,France,,HP UX,,0,0,Associate
5662,,,Slovakia,,HP UX,,0,0,Enterprise Architect II
5478,,,Morocco,,"iOS,Android,Java",,0,0,Analyst
5477,,,Luxembourg,,"iOS,Android,Java",,0,0,Analyst
5721,,,Belgium,,"Microservices,React.js,Java",,0,0,Lead Consultant
5332,,,Colombia,,"JavaScript,React.js,Java",,0,0,Senior ERP Specialist
5707,,,India,,"Microservices,Vue JS,Java",,0,0,Analyst
5470,,,India,,"iOS,Android,Java",,0,0,Software Developer
5581,,,Romania,,"Microservices,Vue JS,Java",,0,0,Senior ERP Specialist
5688,,,India,,"C#,Angular,.NET","Full stack - java,HTML,C++",0,0,Technical Specialist
5700,,,Germany,,"Microservices,React.js,Java",,0,0,Analyst
78385,,Lucknow,India,,Sharepoint O365,,0,0,Specialist
19780,,Sofia,Bulgaria,,Program & Project Management,,0,0,
73435,,Noida,India,,"Manual Testing,Functional Testing",,0,0,Senior Test Lead
75963,,Chennai,India,,"IBM WebSphere Commerce,Java",,0,0,Technical Specialist
78380,,Chennai,India,,Sharepoint O365,,0,0,Subject Matter Expert
77660,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Project Manager
72290,,Bengaluru,India,,"Python,Kubernetes,Devops",,0,0,Senior Software Developer
15354,,Vijayawada,India,,"React.js,Java Full Stack,Devops",,0,0,
7766202,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Senior Project Manager
77187,,Chennai,India,,"Agile Methodology,Project Management,Scrum",,0,0,Senior Project Lead
71215,,New Jersey,United States,,Service Delivery Management,,0,0,General Manager
70561,,Hyderabad,India,,"Security Testing/Penetration Testing,Security Standards-OWASP/SANS",,0,0,Senior Test Engineer
ERS__ERS__2025__2574260,,Pune,India,,Business Analysis,"CFD Analysis,Dynamic Analysis,Agile methodology,",0,0,SENIOR BUSINESS ANALYST
HCL__HCL__2025__2577635,,Bengaluru,India,,Operations Management,,0,3,Associate-Data
DFS__DFS__2024__2481701,,Virginia,USA,,"React,NextJS,CSS_TailwindCSS",,0,5,Senior Software Engineer
77437,,Manila,Philippines,,"Microsoft Windows,English,French",Service Desk,1,0,Analyst
77718,,Chennai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77434,,Manila,Philippines,,"Microsoft Windows,English,French",,1,0,Analyst
77716,,Chennai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77438,,Manila,Philippines,,"Microsoft Windows,English,French",Service Desk,1,0,Analyst
77722,,Chennai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77719,,Chennai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77441,,Manila,Philippines,,"Microsoft Windows,English,French",Service Desk,1,0,Analyst
77729,,Madurai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77727,,Madurai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77731,,Madurai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77708,,Chennai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77712,,Chennai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77732,,Madurai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77725,,Madurai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77709,,Chennai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77723,,Rabat,Morocco,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77714,,Chennai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77711,,Chennai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77730,,Madurai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77720,,Chennai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
77713,,Chennai,India,,"Microsoft Windows,English,French",,1,0,Senior Analyst
71343,,COLOMBO,Sri Lanka,,"Microsoft Windows,ARABIC,English","Customer Service - Chat,Voice and Accent,Service Desk",2,0,Senior Analyst
DBS-__DBS-__2024__2529196,,Chennai,India,,ServiceNow GRC,"ServiceNow Integration Development,ServiceNow Technical,",2,3,SENIOR SOFTWARE ENGINEER
TEST__TEST__25__0006,,Virginia,USA,,"Java,J2EE_Spring Boot,Hibernate",,2,5,Tech Lead
TEST__TEST__25__0011,,Virginia,USA,,"Java,J2EE_Spring Boot,Hibernate",,2,5,Tech Lead
TEST__TEST__25__0007,,Virginia,USA,,"Java,J2EE_Spring Boot,Hibernate",,2,5,Tech Lead
DFS__DFS__2024__2481703,,Virginia,USA,,"React,NextJS,CSS_TailwindCSS",,2,5,Senior Software Engineer
TEST__TEST__25__0010,,Virginia,USA,,"Java,J2EE_Spring Boot,Hibernate",,2,5,Tech Lead
TEST__TEST__25__0009,,Virginia,USA,,"Java,J2EE_Spring Boot,Hibernate",,2,5,Tech Lead
TEST__TEST__25__0000,,Virginia,USA,,"React,NextJS,TailwindCSS",,2,5,Tech Lead
TEST__TEST__25__0008,,Virginia,USA,,"Java,J2EE_Spring Boot,Hibernate",,2,5,Tech Lead
TEST__TEST__25__0003,,Virginia,India,,"React,NextJS,TailwindCSS",,2,15,Tech Lead
TEST__TEST__25__0001,,Virginia,USA,,"React,NextJS,TailwindCSS",,2,15,Tech Lead
DBS-__DBS-__2025__2752759,,Noida,India,,SAP Basis S/4HANA Upgrade &amp; Migration,,3,0,Senior Developer
HCL__HCL__2025__2569672,,Bucharest,Romania,,Operations Management,,3,5,LEAD ANALYST
DFS__DFS__2024__2481704,,Virginia,USA,,"React,NextJS,CSS_TailwindCSS",,3,5,Senior Software Engineer
DBS-__DBS-__2025__2662433,,Lucknow,India,,SAP Basis Hana Administration,,3,5,SENIOR CONSULTANT
HCL__HCL__2025__2569445,,Bucharest,Romania,,Operations Management,,3,5,LEAD ANALYST
HCL__HCL__2025__2569468,,Bucharest,Romania,,Operations Management,,3,5,LEAD ANALYST
72750,,Noida,India,,"Python,Machine Learning and Statistical modeling,MS SQL,PyTorch,TensorFlow",,3,7,Senior Technical Lead
DFS__DFS__2024__2481705,,Virginia,USA,,"Java,React,SpringBoot",,3,8,Tech Lead
64501,,Noida,India,,Avaya (Telecommunications),,4,7,Subject Matter Expert
HCL__HCL__2025__2594257,,Manila,Philippines,,PEOPLE MAGICIAN,,4,7,Team Leader
DFS__DFS__2024__2481700,,Virginia,USA,,"React,NextJS,CSS_TailwindCSS",,5,0,Senior Software Engineer
DBS-__DBS-__2025__2748058,,Rio De Janerio,Brazil,,SAP Basis S/4HANA Upgrade &amp; Migration,,5,0,LEAD CONSULTANT
33011,,Chennai,India,,Gen AI,"Agentic AI,Azure OpenAI Service,Microsoft Power Automate,Prompt Engineering,Azure AI Services",5,0,
4156,,Noida,India,,"AMS Design,DDR,GPIO",,5,0,Senior Design Lead
DFS__DFS__2024__2481702,,Virginia,USA,,"React,NextJS,CSS_TailwindCSS",,5,0,Senior Software Engineer
DFS__DFS__2024__2476360,,Noida,India,,SAP BASIS,,5,0,Technical Specialist
74841,,Hyderabad,India,,"D365 - F&SCM - Financial Reporting,D365 - F&SCM - Expense Management",,5,0,Lead Consultant
60124,,Bengaluru,India,,"React.js,Java,JavaScript",,5,0,Senior Technical Lead
ERS__ERS__2025__2634766,,Chennai,India,,Embedded Device Testing,,5,7,LEAD ENGINEER
DBS-__DBS-__2025__2699200,,Ontario,Canada,,SAP Basis S/4HANA Upgrade &amp; Migration,"SAP Basis,",5,7,Senior Technical Architect
ERS__ERS__2024__2516699,,Chennai,India,,Python - Automation,"L3 Support,",5,8,TEST LEAD
APME__APME__2025__2751674,,Bengaluru,India,,SAP Basis S/4HANA Upgrade &amp; Migration,,5,8,LEAD
APME__APME__2025__2601480,,Bengaluru,India,,Oracle,,5,9,Project Lead
APME__APME__2025__2607006,,Bengaluru,India,,IBM BPM Version 8,,5,9,Project Lead
APME__APME__2025__2605970,,Bengaluru,India,,React.js,,5,9,Project Lead
APME__APME__2025__2605995,,Bengaluru,India,,AngularJS,,5,9,Project Lead
APME__APME__2025__2605976,,Bengaluru,India,,React.js,,5,9,Project Lead
DBS-__DBS-__2025__2590147,,Chennai,India,,SAP ABAP,,5,10,Senior Project Manager
DBS-__DBS-__2025__2590140,,Chennai,India,,SAP ABAP,,5,10,Senior Project Lead
DBS-__DBS-__2025__2731834,,Noida,India,,SAP Basis S/4HANA Upgrade &amp; Migration,"SAP Security &amp;amp; Authorization,SAP Basis Application Integration,SAP Basis Hana Administration,SAP CDS views,SAP HANA DB Administration,",6,0,SENIOR CONSULTANT
DFS__DFS__2023__2194795,,Vijayawada,India,,SAP Basis Hana Administration,,7,0,Technical Specialist
DBS-__DBS-__2025__2734978,,California,USA,,SAP Basis S/4HANA Upgrade &amp; Migration,,7,0,Senior Technical Lead
DBS-__DBS-__2025__2635682,,Noida,India,,.Net,"React.js,SQL Server,C#,ASP.Net,",7,8,Senior Technical Lead
DFS__DFS__2025__2657603,,Bengaluru,India,,SAP,,8,0,CONSULTANT
TEST__TEST__2025__0000001,,Bengaluru,India,,"Electric System Design,CATIA V5",,8,16,Senior Project Manager
68830,,Vijayawada,India,,"Microsoft UI Automation,Appium,Software Testing",Playwright,9,9,Senior Test Lead
78386,,Sao Paulo,Brazil,,"Tableau,MS SQL",,10,0,Senior Technical Lead
72754,,Noida,India,,"Python,Machine Learning and Statistical modeling,MS SQL,PyTorch,TensorFlow",AI/ML Tools - Others,10,0,Senior Technical Lead
DBS-__DBS-__2025__2739277,,Chennai,India,,SAP Basis S/4HANA Upgrade &amp; Migration,"Amazon Web Services (AWS),Java,",10,0,Senior Analyst
DBS-__DBS-__2025__2722624,,Lucknow,India,,SAP Basis S/4HANA Upgrade &amp; Migration,"SAP Basis,",10,0,LEAD CONSULTANT
33009,,Bengaluru,India,,AS 400,,10,0,
DBS-__DBS-__2025__2727447,,Noida,India,,SAP Basis S/4HANA Upgrade &amp; Migration,,15,0,Senior Product Support Specialist
DBS-__DBS-__2025__2733806,,Bengaluru,India,,SAP Basis S/4HANA Upgrade &amp; Migration,"SAP Basis Hana Administration,Azure - Database,",15,0,TECHNICAL ARCHITECT
DBS-__DBS-__2025__2726553,,Noida,India,,SAP Basis S/4HANA Upgrade &amp; Migration,,15,0,LEAD CONSULTANT
DFS__DFS__2025__2646748,,Noida,India,,SAP BASIS,,15,0,CONSULTANT
